Recipe Name	Image	Materials Needed	Size	Obtained From	Item Sell Price	Recipe Item
Sleigh	https://vignette.wikia.nocookie.net/animalcrossing/images/e/ee/NH-Sleigh.png/revision/latest?cb=20200326061442	8x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Message in a bottle	960	
Small cardboard boxes	https://vignette.wikia.nocookie.net/animalcrossing/images/9/9d/NH-Small_cardboard_boxes.png/revision/latest?cb=20200329100147	2x cardboard box	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottleVillager	120	
Space shuttle	https://vignette.wikia.nocookie.net/animalcrossing/images/8/88/NH-Space_shuttle.png/revision/latest?cb=20200329102520	5x star fragment10x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841		10,000	
Stall	https://vignette.wikia.nocookie.net/animalcrossing/images/3/35/NH-Stall.png/revision/latest?cb=20200327125656	12x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Nook Stop (2,000 Nook Miles)	1,440	
Standard umbrella stand	https://vignette.wikia.nocookie.net/animalcrossing/images/a/ac/NH-Standard_umbrella_stand.png/revision/latest?cb=20200325182249	3x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	2,250	
Stone arch	https://vignette.wikia.nocookie.net/animalcrossing/images/6/67/NH-Stone_arch.png/revision/latest?cb=20200328003156	90x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d4/NH3.0x1.0sq.jpg/revision/latest?cb=20200324214535	Nook Stop (2,000 Nook Miles)	13,500	
Stone lion-dog	https://vignette.wikia.nocookie.net/animalcrossing/images/c/c6/NH-Stone_lion-dog.png/revision/latest?cb=20200326092727	24x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		3,600	
Stone stool	https://vignette.wikia.nocookie.net/animalcrossing/images/a/aa/NH-Stone_stool.png/revision/latest?cb=20200325182322	3x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Unlocked when Tom Nook gives you your first recipes	450	
Stone table	https://vignette.wikia.nocookie.net/animalcrossing/images/b/b3/NH-Stone_table.png/revision/latest?cb=20200325182329	8x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	"Island resident
Message in a bottleTom Nook after receiving first three housing kits"	1,200	
Stone tablet	https://vignette.wikia.nocookie.net/animalcrossing/images/5/5d/NH-Stone_tablet.png/revision/latest?cb=20200327125442	12x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Nook Stop (800 Nook Miles)	1,800	
Street piano	https://vignette.wikia.nocookie.net/animalcrossing/images/a/ad/NH-Street_piano.png/revision/latest?cb=20200329070636	1x upright piano1x painting set	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Island resident	26,755	
Swinging bench	https://vignette.wikia.nocookie.net/animalcrossing/images/5/58/NH-Swinging_bench.png/revision/latest?cb=20200325182342	5x wood7x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Test Your DIY Skills	1,440	
Tall garden rock	https://vignette.wikia.nocookie.net/animalcrossing/images/4/40/NH-Tall_garden_rock.png/revision/latest?cb=20200328054157	60x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Balloon	9,000	
Tall lantern	https://vignette.wikia.nocookie.net/animalcrossing/images/6/68/NH-Tall_lantern.png/revision/latest?cb=20200406040953	18x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		2,700	
Taurus bathtub	https://vignette.wikia.nocookie.net/animalcrossing/images/4/4a/NH-Taurus_bathtub.png/revision/latest?cb=20200328084454	3x star fragment2x Taurus fragment1x gold nugget8x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Celeste	12,350	
Tea table	https://vignette.wikia.nocookie.net/animalcrossing/images/7/7b/NH-Tea_table.png/revision/latest?cb=20200329082754	12x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Message in a bottle	1,440	
Three-tiered snowperson	https://vignette.wikia.nocookie.net/animalcrossing/images/5/59/NH-Three-tiered_snowperson.png/revision/latest?cb=20200329102502	1x large snowflake6x snowflake2x tree branch	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		7,420	
Tiki torch	https://vignette.wikia.nocookie.net/animalcrossing/images/8/8d/NH-Tiki_torch.png/revision/latest?cb=20200325182347	5x tree branch5x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Tom Nook	650	
Tiny library	https://vignette.wikia.nocookie.net/animalcrossing/images/a/af/NH-Tiny_library.png/revision/latest?cb=20200327212355	"3x book
5x wood"	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Island resident	1,035	
Tire stack	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6e/NH-Tire_stack.png/revision/latest?cb=20200325182354	3x old tire	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Fishing up an old tire	60	
Tire toy	https://vignette.wikia.nocookie.net/animalcrossing/images/9/94/NH-Tire_toy.png/revision/latest?cb=20200325182400	1x old tire	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Fishing up an old tire	20	
Tree standee	https://vignette.wikia.nocookie.net/animalcrossing/images/5/5a/NH-Tree_standee.png/revision/latest?cb=20200326040354	5x wood8x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	BalloonIsland resident	1,560	
Tree's bounty arch	https://vignette.wikia.nocookie.net/animalcrossing/images/f/f1/NH-Tree%27s_bounty_arch.png/revision/latest?cb=20200329100201	4x pine cone5x acorn5x maple leaf15x tree branch	NA		5,750	
Tree's bounty big tree	https://vignette.wikia.nocookie.net/animalcrossing/images/3/31/NH-Tree%27s_bounty_big_tree.png/revision/latest?cb=20200329100225	5x pine cone4x acorn4x maple leaf8x tree branch4x clay	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		6,080	
Tree's bounty little tree	https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/NH-Tree%27s_bounty_little_tree.png/revision/latest?cb=20200329100248	6x pine cone4x acorn1x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Isabelle	4,120	
Trophy case	https://vignette.wikia.nocookie.net/animalcrossing/images/b/bd/NH-Trophy_case.png/revision/latest?cb=20200329100302	24x hardwood3x gold nugget6x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841		33,690	
Virgo harp	https://vignette.wikia.nocookie.net/animalcrossing/images/7/7e/NH-Virgo_harp.png/revision/latest?cb=20200328084349	3x star fragment2x Virgo fragment2x gold nugget4x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Celeste	22,050	
Water pump	https://vignette.wikia.nocookie.net/animalcrossing/images/6/64/NH-Water_pump.png/revision/latest?cb=20200325182413	2x iron nugget6x clay	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Tom Nook after receiving first three housing kitsMessage in a bottle	2,700	
Wave breaker	https://vignette.wikia.nocookie.net/animalcrossing/images/a/af/NH-Wave_breaker.png/revision/latest?cb=20200327125052	10x stone10x clay	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Nook Stop (2,000 Nook Miles)	3,500	
Western-style stone	https://vignette.wikia.nocookie.net/animalcrossing/images/b/bf/NH-Western-style_stone.png/revision/latest?cb=20200423190142	30x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841		4,500	
Wild log bench	https://vignette.wikia.nocookie.net/animalcrossing/images/b/b5/NH-Wild_log_bench.png/revision/latest?cb=20200325182430	8x hardwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	"Wildest Dreams DIY from Nook's Cranny
Message in a bottle"	960	
Wooden-block bed	https://vignette.wikia.nocookie.net/animalcrossing/images/9/9c/NH-Wooden-block_bed.png/revision/latest?cb=20200328211409	1x wooden-block toy17x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Island resident	2,400	
Wooden-block bench	https://vignette.wikia.nocookie.net/animalcrossing/images/9/97/NH-Wooden-block_bench.png/revision/latest?cb=20200326062216	1x wooden-block toy4x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Island resident	840	
Wooden-block bookshelf	https://vignette.wikia.nocookie.net/animalcrossing/images/5/56/NH-Wooden-block_bookshelf.png/revision/latest?cb=20200325182501	1x wooden-block toy3x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Test Your DIY Skills	720	
Wooden-block chair	https://vignette.wikia.nocookie.net/animalcrossing/images/2/28/NH-Wooden-block_chair.png/revision/latest?cb=20200325182507	1x wooden-block toy3x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	"Tom Nook after receiving first three housing kits
Test Your DIY Skills"	720	
Wooden-block chest	https://vignette.wikia.nocookie.net/animalcrossing/images/0/07/NH-Wooden-block_chest.png/revision/latest?cb=20200328211544	1x wooden-block toy12x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Island resident	1,800	
Wooden-block stereo	https://vignette.wikia.nocookie.net/animalcrossing/images/7/74/NH-Wooden-block_stereo.png/revision/latest?cb=20200325182513	1x wooden-block toy5x softwood2x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Tom Nook after receiving first three housing kits	2,460	
Wooden-block stool	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH-Wooden-block_stool.png/revision/latest?cb=20200326062318	1x wooden-block toy2x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Island residentMessage in a bottle	600	
Wooden-block table	https://vignette.wikia.nocookie.net/animalcrossing/images/9/93/NH-Wooden-block_table.png/revision/latest?cb=20200326062134	1x wooden-block toy8x softwood	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Tom Nook after receiving first three housing kits	1,320	
Wooden bookshelf	https://vignette.wikia.nocookie.net/animalcrossing/images/6/66/NH-Wooden_bookshelf.png/revision/latest?cb=20200329121836	5x book10x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	Island resident	1,925	
Wooden bucket	https://vignette.wikia.nocookie.net/animalcrossing/images/3/31/NH-Wooden_bucket.png/revision/latest?cb=20200326062116	3x wood1x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	"Island resident
Tom Nook after receiving first three housing kits"	1,110	
Wooden chair	https://vignette.wikia.nocookie.net/animalcrossing/images/c/ce/NH-Wooden_chair.png/revision/latest?cb=20200326060510	6x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	"Message in a bottle
Tom Nook after receiving first three housing kits"	720	
Wooden chest	https://vignette.wikia.nocookie.net/animalcrossing/images/5/50/NH-Wooden_chest.png/revision/latest?cb=20200328212044	16x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	"Island resident
Message in a bottle"	1,920	
Wooden double bed	https://vignette.wikia.nocookie.net/animalcrossing/images/f/f8/NH-Wooden_double_bed.png/revision/latest?cb=20200328053606	30x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617	Letter from harvey	3,600	
Wooden end table	https://vignette.wikia.nocookie.net/animalcrossing/images/a/a5/NH-Wooden_end_table.png/revision/latest?cb=20200328053337	8x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Island residentLetter from mom Message in a bottle	960	
Wooden full-length mirror	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d0/NH-Wooden_full-length_mirror.png/revision/latest?cb=20200325182442	5x wood1x iron nugget	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	1,350	
Wooden low table	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH-Wooden_low_table.png/revision/latest?cb=20200328212252	10x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841		1,200	
Wooden mini table	https://vignette.wikia.nocookie.net/animalcrossing/images/9/91/NH-Wooden_mini_table.png/revision/latest?cb=20200326060756	6x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		720	
Wooden simple bed	https://vignette.wikia.nocookie.net/animalcrossing/images/1/13/NH-Wooden_simple_bed.png/revision/latest?cb=20200325182448	18x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/da/NH2.0x1.0sq.jpg/revision/latest?cb=20200324214841	"Message in a bottle
Tom Nook after receiving first three housing kits"	2,160	
Wooden stool	https://vignette.wikia.nocookie.net/animalcrossing/images/2/2f/NH-Wooden_stool.png/revision/latest?cb=20200326060603	4x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	480	
Wooden table	https://vignette.wikia.nocookie.net/animalcrossing/images/9/99/NH-Wooden_table.png/revision/latest?cb=20200328212146	15x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH2.0x2.0sq.jpg/revision/latest?cb=20200324214617		1,800	
Wooden wardrobe	https://vignette.wikia.nocookie.net/animalcrossing/images/9/95/NH-Wooden_wardrobe.png/revision/latest?cb=20200325182454	12x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Tom Nook (Customization Workshop)	1,440	
Wooden waste bin	https://vignette.wikia.nocookie.net/animalcrossing/images/c/ca/NH-Wooden_waste_bin.png/revision/latest?cb=20200328053755	4x wood	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412	Message in a bottle	480	
Yellow-leaf pile	https://vignette.wikia.nocookie.net/animalcrossing/images/1/12/NH-Yellow-leaf_pile.png/revision/latest?cb=20200329082823	3x acorn5x clump of weeds	NA		1,300	
Zen-style stone	https://vignette.wikia.nocookie.net/animalcrossing/images/0/0a/NH-Zen-style_stone.png/revision/latest?cb=20200423190136	30x stone	https://vignette.wikia.nocookie.net/animalcrossing/images/d/d7/NH1.0x1.0sq.jpg/revision/latest?cb=20200324214412		4,500	
